link,name,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
http://sofifa.com/player/165536/gustavo-cabral/19/159481/,Gustavo Cabral (Gustavo Daniel Cabral Caceres),35,26,79,63,28,49,33,48,59,61,38,36,59,74,63,50,86,67,78,29,82,78,40,49,47,71,75,74,78,11,7,11,7,11
http://sofifa.com/player/215998/ignacio-fernandez/19/159481/,Ignacio Fernandez,73,66,56,78,64,78,75,69,75,76,75,75,76,73,68,76,34,80,70,77,72,62,75,80,66,78,67,62,56,7,8,14,10,12
http://sofifa.com/player/142784/pablo-zabaleta/19/159481/,Pablo Zabaleta (Pablo Javier Zabaleta Girod),74,49,74,72,50,71,68,66,64,75,50,51,66,80,64,66,79,68,73,57,85,81,70,66,64,76,79,82,79,10,14,15,7,5
http://sofifa.com/player/214979/juan-musso/19/159481/,Juan Musso,20,18,15,31,15,16,16,12,24,20,46,42,32,59,39,18,51,35,70,14,27,18,19,48,25,67,12,14,16,78,75,72,77,79
http://sofifa.com/player/214989/martin-benitez/19/159481/,Martin Benitez,69,75,57,75,66,81,63,42,63,75,88,78,84,75,66,72,51,83,66,73,44,57,75,69,69,75,65,33,23,7,9,15,9,12
http://sofifa.com/player/228819/matias-vargas/19/159481/,Matias Vargas,73,72,39,71,59,81,56,53,69,78,92,84,89,64,93,71,59,85,50,69,47,30,68,73,69,77,43,42,37,10,13,14,10,7
http://sofifa.com/player/170719/diego-buonanotte/19/159481/,Diego Buonanotte (Diego Mario Buonanotte Rende),74,62,36,74,61,78,83,76,73,77,4,85,86,70,87,69,58,63,30,78,30,25,69,77,71,71,35,31,18,15,16,16,9,13
http://sofifa.com/player/143587/fernando-belluschi/19/159481/,Fernando Belluschi (Fernando Daniel Belluschi),76,66,58,73,75,73,82,79,74,78,69,69,79,78,74,83,69,63,70,80,73,65,74,80,75,78,67,66,59,11,9,12,13,7
http://sofifa.com/player/173030/oscar-trejo/19/159481/,Oscar Trejo (Oscar Guido Trejo),73,73,64,75,72,80,74,69,70,79,67,73,85,76,76,73,63,86,71,68,70,68,74,79,73,74,66,66,55,14,14,7,16,11
http://sofifa.com/player/167665/nicolas-domingo/19/159481/,Nicolas Domingo (Nicolas Mario Domingo),58,54,58,75,58,66,59,47,75,75,58,54,74,75,75,67,68,77,66,68,73,76,56,68,68,74,73,79,71,7,16,14,10,15
http://sofifa.com/player/172018/jonatan-maidana/19/159481/,Jonatan Maidana (Jonathan Ramon Maidana),56,32,76,70,42,40,45,46,75,63,48,52,58,67,49,45,80,58,88,32,85,71,50,55,46,73,77,76,71,12,9,14,14,14
http://sofifa.com/player/167669/federico-higuain/19/159481/,Federico Higuain (Federico Fernando Higuain),75,68,62,78,71,72,81,78,75,77,3,57,71,79,2,75,3,5,62,2,65,43,76,81,68,77,52,47,40,7,16,11,12,15
http://sofifa.com/player/188938/cristian-alvarez/19/159481/,Cristian Alvarez (Cristian Dario Alvarez),14,11,12,20,15,13,12,14,31,22,45,50,66,65,53,22,60,38,65,15,25,24,17,31,14,58,12,14,15,75,73,71,76,78
http://sofifa.com/player/215064/julio-furch/19/159481/,Julio Furch,51,77,80,69,66,65,60,48,57,72,51,65,54,74,51,78,75,78,85,69,60,46,79,63,64,76,39,25,27,11,9,13,8,13
http://sofifa.com/player/237604/alan-franco/19/159481/,Alan Franco (Alan Javier Franco),35,27,78,62,35,36,31,35,31,68,68,63,41,72,74,45,75,79,77,28,71,75,35,40,42,61,77,78,71,6,8,12,7,13
http://sofifa.com/player/215334/guido-carrillo/19/159481/,Guido Carrillo,34,75,83,64,76,70,46,36,57,74,54,62,66,71,62,75,78,69,79,72,72,34,78,59,77,70,43,29,26,10,11,6,9,12
http://sofifa.com/player/110381/maximiliano-rodriguez/19/159481/,Maximiliano Rodriguez (Maximiliano Ruben Rodriguez),75,75,61,78,76,76,76,71,75,80,67,68,72,73,70,79,69,52,70,79,73,47,75,74,76,86,57,30,26,15,11,15,9,9
http://sofifa.com/player/184626/nicolas-sanchez/19/159481/,Nicolas Sanchez (Nicolas Gabriel Sanchez),58,50,78,68,60,58,57,46,64,62,50,52,56,70,49,50,88,79,85,20,76,72,40,45,75,69,74,74,73,9,8,16,14,6
http://sofifa.com/player/139062/willy-caballero/19/159481/,Willy Caballero (Wilfredo Daniel Caballero),12,11,22,33,13,12,23,11,48,30,43,46,39,71,55,23,70,37,69,14,30,19,7,47,16,57,14,11,12,74,72,71,76,74
http://sofifa.com/player/212541/leonel-vangioni/19/159481/,Leonel Vangioni,76,51,60,69,61,71,71,62,69,73,87,79,77,70,66,78,73,79,69,73,85,75,68,64,69,68,70,74,74,9,9,9,11,7
http://sofifa.com/player/172113/matias-fritzler/19/159481/,Matias Fritzler (Matias Lionel Fritzler),43,39,65,76,45,61,59,44,70,70,55,54,66,68,60,66,80,74,72,52,83,78,63,67,51,70,69,77,74,7,8,14,11,11
http://sofifa.com/player/142959/mariano-barbosa/19/159481/,Mariano Barbosa (Mariano Damian Barbosa),12,11,13,38,12,15,11,12,36,17,42,43,48,75,47,25,62,41,61,12,37,22,12,40,24,56,13,15,11,76,72,76,74,75
http://sofifa.com/player/190576/matias-caruzzo/19/159481/,Matias Caruzzo (Matias Nicolas Caruzzo),46,41,77,65,21,32,55,64,60,65,43,53,72,75,39,28,76,81,80,25,81,75,45,60,57,71,72,74,72,9,13,9,6,6
http://sofifa.com/player/205186/paulo-gazzaniga/19/159481/,Paulo Gazzaniga (Paulo Dino Gazzaniga),21,12,14,32,8,20,33,21,49,20,63,65,64,59,49,44,66,45,67,19,32,16,13,52,41,55,23,20,11,76,73,84,74,77
http://sofifa.com/player/228520/ezequiel-avila/19/159481/,Ezequiel Avila,56,76,67,68,78,73,58,57,62,74,77,79,76,72,87,79,63,68,78,75,80,38,70,66,71,69,42,40,41,11,6,6,10,14
http://sofifa.com/player/214955/emmanuel-mas/19/159481/,Emmanuel Mas,64,55,74,71,60,71,64,50,68,74,78,79,73,72,64,71,82,87,77,65,76,75,70,69,57,70,66,72,75,7,7,15,14,16
http://sofifa.com/player/231340/gonzalo-montiel/19/159481/,Gonzalo Montiel,66,38,68,73,34,65,39,36,62,72,86,82,76,73,70,60,80,86,73,57,85,74,71,62,57,71,70,73,72,6,10,11,5,6
http://sofifa.com/player/219841/jorge-figal/19/159481/,Jorge Figal,57,42,74,73,28,69,44,30,68,73,74,72,73,76,63,61,78,79,74,45,75,76,35,57,37,73,72,76,69,7,11,7,16,9
http://sofifa.com/player/198347/franco-jara/19/159481/,Franco Jara (Franco Daniel Jara),67,76,72,72,72,75,70,50,65,76,77,78,77,68,64,76,69,72,68,73,60,28,75,65,72,70,19,29,29,13,16,10,9,10
http://sofifa.com/player/227275/agustin-rossi/19/159481/,Agustin Rossi (Agustin Daniel Rossi),16,12,18,29,15,19,17,21,24,21,44,45,36,77,37,24,64,31,72,20,22,25,17,44,22,48,22,19,16,73,69,64,77,76
http://sofifa.com/player/214988/leonel-miranda/19/159481/,Leonel Miranda,69,63,58,83,52,72,73,67,74,76,79,79,81,68,85,72,53,84,60,73,70,71,67,68,55,71,65,69,67,14,11,15,9,10
http://sofifa.com/player/217805/alexis-martin-arias/19/159481/,Alexis Martin Arias,20,19,14,29,12,18,17,14,22,22,62,42,35,71,57,18,66,35,65,15,25,27,19,28,23,35,20,18,16,81,68,76,73,77
http://sofifa.com/player/215251/guido-herrera/19/159481/,Guido Herrera,17,17,20,29,18,20,12,21,18,20,53,45,39,70,54,24,56,42,63,12,27,28,12,16,28,43,24,15,17,75,73,71,76,77
http://sofifa.com/player/179696/emiliano-insua/19/159481/,Emiliano Insua (Emiliano Adrian Insua Zapata),80,49,72,75,64,74,59,68,74,74,65,66,68,75,68,85,71,78,77,76,79,78,68,68,66,73,66,74,74,11,10,9,8,16
http://sofifa.com/player/214770/diego-gonzalez/19/159481/,Diego Gonzalez (Diego Hernan Gonzalez),68,64,64,75,50,71,58,41,72,73,68,68,66,74,59,75,69,89,79,71,84,74,68,73,57,76,63,71,69,16,13,7,12,14
http://sofifa.com/player/199669/leandro-gonzalez-pirez/19/159481/,Leandro Gonzalez Pirez (Leandro Martin Gonzalez Pirez),42,42,69,72,42,64,55,39,78,70,72,75,64,75,54,59,70,83,76,49,80,76,60,64,49,75,74,74,74,14,8,8,12,13
http://sofifa.com/player/212214/augusto-solari/19/159481/,Augusto Solari (Augusto Jorge Mateo Solari),71,66,55,73,37,74,75,74,68,73,89,90,87,73,77,65,87,78,74,63,71,62,68,75,58,72,53,54,62,7,15,13,11,7
http://sofifa.com/player/214781/silvio-romero/19/159481/,Silvio Romero (Silvio Ezequiel Romero),64,77,71,71,71,74,71,45,63,75,76,73,78,71,70,78,62,70,74,67,42,26,75,71,76,59,25,48,37,8,12,11,16,9
http://sofifa.com/player/191488/lucas-orban/19/159481/,Lucas Orban (Lucas Alfonso Orban Alegre),70,48,64,67,47,57,74,44,64,67,57,69,65,69,51,67,78,68,76,49,79,74,59,58,61,71,69,75,78,16,9,12,13,15
http://sofifa.com/player/210950/pablo-de-blasis/19/159481/,Pablo De Blasis,68,72,76,73,60,77,77,62,66,76,84,75,89,68,95,75,92,77,42,69,72,28,72,68,76,73,55,39,37,13,11,8,8,8
http://sofifa.com/player/204555/ricardo-alvarez/19/159481/,Ricardo Alvarez (Ricardo Gabriel Alvarez),76,68,64,75,73,78,78,74,74,77,62,57,73,72,56,75,74,65,73,73,63,53,72,72,63,73,35,58,54,5,11,11,14,10
http://sofifa.com/player/223245/brian-fernandez/19/159481/,Brian Fernandez,65,74,66,76,64,77,73,68,1,1,90,88,89,68,86,78,83,75,61,68,37,19,70,66,59,68,23,24,21,9,10,16,7,13
http://sofifa.com/player/215322/jonathan-silva/19/159481/,Jonathan Silva,73,48,55,70,62,72,70,70,63,73,79,75,74,70,73,79,69,78,65,69,82,70,66,60,55,66,74,73,74,15,6,9,13,10
http://sofifa.com/player/186650/matias-alustiza/19/159481/,Matias Alustiza (Matias Gustavo Alustiza),60,78,75,72,75,74,67,70,68,75,74,67,79,68,78,75,80,59,61,72,60,27,73,75,80,72,30,33,33,10,9,8,8,11
http://sofifa.com/player/215069/rodrigo-rey/19/159481/,Rodrigo Rey,18,18,12,29,15,20,17,17,13,23,55,43,43,63,53,25,67,31,59,13,33,22,14,53,23,62,18,18,13,76,70,69,75,78
http://sofifa.com/player/215070/guillermo-ortiz/19/159481/,Guillermo Ortiz,31,34,72,66,33,42,32,28,68,50,68,73,68,70,59,51,80,77,79,48,83,74,32,35,48,57,72,71,73,13,7,11,7,11
http://sofifa.com/player/173857/mariano-andujar/19/159481/,Mariano Andujar (Mariano Gonzalo Andujar),14,11,10,23,11,16,13,16,23,20,45,45,40,69,40,25,70,38,70,10,39,20,13,45,23,60,21,18,19,73,73,62,75,77
http://sofifa.com/player/215331/leonardo-jara/19/159481/,Leonardo Jara,73,41,60,67,52,72,59,40,72,74,69,78,70,69,60,65,71,86,79,70,67,75,3,66,38,67,66,73,75,8,14,13,9,6
http://sofifa.com/player/186405/franco-di-santo/19/159481/,Franco Di Santo (Franco Matias Di Santo),62,70,72,76,77,75,70,49,63,76,68,69,66,76,59,76,60,69,77,72,76,43,74,73,74,73,48,38,32,7,10,10,10,9
http://sofifa.com/player/226086/angel-gonzalez/19/159481/,Angel Gonzalez,66,73,46,68,44,77,51,38,62,72,86,85,84,72,78,75,57,76,62,66,59,53,75,69,52,71,50,48,33,9,10,15,10,16
http://sofifa.com/player/220715/ezequiel-ponce/19/159481/,Ezequiel Ponce,59,75,75,60,64,74,68,57,47,71,77,76,75,73,76,76,79,75,74,63,43,29,74,56,66,67,49,30,28,12,16,7,7,6
http://sofifa.com/player/215089/enzo-kalinski/19/159481/,Enzo Kalinski,60,45,72,78,49,71,68,58,74,75,75,61,71,65,64,59,87,83,79,57,75,70,70,73,41,68,65,73,69,7,6,14,15,8
http://sofifa.com/player/202811/emiliano-martinez/19/159481/,Emiliano Martinez,22,16,26,45,13,13,22,20,48,35,59,57,49,69,49,18,60,14,70,16,37,13,12,64,42,53,11,20,20,74,74,75,72,75
http://sofifa.com/player/215108/julio-buffarini/19/159481/,Julio Buffarini,64,53,66,70,47,73,53,59,68,72,86,85,77,71,79,74,74,87,74,69,87,70,69,62,72,63,62,72,74,7,10,14,9,11
http://sofifa.com/player/232517/nicolas-silva/19/159481/,Nicolas Silva (Nicolas Alexis Silva),69,66,36,71,50,79,66,72,67,70,90,86,94,65,94,67,55,69,30,54,33,19,70,67,49,63,30,15,16,8,13,11,14,6
http://sofifa.com/player/206154/hector-canteros/19/159481/,Hector Canteros,68,63,59,73,57,70,79,79,72,74,66,70,67,68,72,81,67,81,71,73,73,67,71,77,69,68,66,74,69,7,9,13,13,10
http://sofifa.com/player/213582/alan-ruiz/19/159481/,Alan Ruiz,78,70,63,78,82,80,75,74,77,78,61,58,74,69,72,82,54,68,78,78,59,30,72,77,69,78,29,33,31,7,7,16,13,16
http://sofifa.com/player/207441/luciano-vietto/19/159481/,Luciano Vietto,65,73,67,70,76,76,75,70,59,82,79,76,76,72,79,71,72,66,57,73,63,35,78,73,69,68,47,40,32,14,14,8,8,12
http://sofifa.com/player/215123/alan-aguerre/19/159481/,Alan Aguerre,14,20,17,27,16,17,18,18,23,19,49,43,45,72,57,18,61,34,62,14,23,19,11,56,22,50,15,19,12,73,74,63,73,75
http://sofifa.com/player/200278/santiago-garcia/19/159481/,Santiago Garcia,71,49,78,68,40,63,64,46,65,63,34,68,54,70,50,64,72,72,78,49,88,68,62,55,67,70,73,73,73,16,12,16,6,9
http://sofifa.com/player/203864/bruno-zuculini/19/159481/,Bruno Zuculini,59,50,63,78,59,72,49,48,74,74,65,69,69,71,64,75,66,66,75,59,84,73,58,72,68,71,72,70,67,12,9,12,9,13
http://sofifa.com/player/203872/gabriel-hauche/19/159481/,Gabriel Hauche (Gabriel Agustin Hauche),70,69,58,70,61,74,67,73,64,75,87,89,86,72,75,73,77,73,61,67,80,21,69,68,77,71,55,46,33,11,11,11,11,11
http://sofifa.com/player/228708/lucas-martinez-quarta/19/159481/,Lucas Martinez Quarta,59,49,78,73,49,66,46,43,74,70,73,74,72,71,68,63,80,69,75,51,76,72,61,63,54,74,70,72,72,10,15,12,10,15
http://sofifa.com/player/215152/agustin-allione/19/159481/,Agustin Allione,70,64,60,72,50,75,71,69,69,75,84,78,77,69,76,69,70,77,55,52,53,42,67,69,66,57,31,23,36,14,12,7,11,8
http://sofifa.com/player/226162/emiliano-buendia/19/159481/,Emiliano Buendia,72,69,60,74,66,77,72,58,71,78,74,74,81,69,83,62,45,63,59,64,70,59,69,76,49,61,58,68,52,11,10,13,7,9
http://sofifa.com/player/229749/alexander-barboza/19/159481/,Alexander Barboza (Alexander Nahuel Barboza Ullua),40,42,79,66,26,55,33,35,60,64,50,52,51,67,39,61,60,75,85,43,82,71,36,41,67,65,72,74,73,11,11,10,7,12
http://sofifa.com/player/192373/milton-caraglio/19/159481/,Milton Caraglio (Milton Joel Caraglio),64,78,80,65,73,70,55,47,55,72,62,37,63,70,49,78,82,70,90,71,73,25,74,58,78,73,21,19,18,14,10,6,8,12
http://sofifa.com/player/215165/ciro-rius/19/159481/,Ciro Rius,76,64,55,75,55,77,66,62,63,74,79,82,76,74,75,71,47,77,67,57,64,33,72,73,63,71,47,44,45,16,15,15,10,7
http://sofifa.com/player/214665/juan-ramirez/19/159481/,Juan Ramirez (Juan Edgardo Ramirez),67,72,47,78,49,79,66,54,72,77,74,78,78,65,78,66,40,71,60,70,70,65,73,71,67,72,68,70,57,12,13,9,6,10
http://sofifa.com/player/165531/ismael-sosa/19/159481/,Ismael Sosa (Victor Ismael Sosa),69,70,67,73,56,73,70,54,65,73,83,84,83,70,66,71,68,75,71,70,67,50,74,72,60,73,37,47,39,14,11,8,11,12
http://sofifa.com/player/215199/ruben-botta/19/159481/,Ruben Botta,73,68,38,71,65,76,76,74,68,74,78,78,81,68,73,75,52,72,67,77,55,33,69,79,64,77,40,37,35,8,9,13,8,7
http://sofifa.com/player/237221/juan-foyth/19/159481/,Juan Foyth (Juan Marcos Foyth),41,43,74,73,43,68,41,47,53,73,71,71,72,73,72,56,72,65,71,39,61,74,46,52,47,57,73,76,72,8,15,7,14,9
http://sofifa.com/player/208054/leandro-fernandez/19/159481/,Leandro Fernandez,66,74,68,64,69,77,57,47,55,72,83,73,79,76,74,78,68,78,69,72,59,50,74,72,73,75,40,21,20,11,6,14,12,6
http://sofifa.com/player/142780/gonzalo-rodriguez/19/159481/,Gonzalo Rodriguez (Gonzalo Javier Rodriguez),38,45,78,63,23,57,50,46,65,67,62,67,64,71,58,69,81,66,78,36,81,73,32,65,72,75,74,71,69,12,4,11,12,9
http://sofifa.com/player/227772/gaston-gimenez/19/159481/,Gaston Gimenez,70,62,61,79,60,78,67,65,74,77,55,67,64,69,70,74,55,78,85,66,69,65,63,74,55,80,65,67,57,13,16,8,12,13
http://sofifa.com/player/214973/lucas-villafanez/19/159481/,Lucas Villafanez,75,67,49,73,66,77,73,70,72,76,78,77,79,69,84,70,59,66,43,64,44,38,68,70,65,66,30,31,29,9,7,11,10,9
http://sofifa.com/player/220609/valentin-vada/19/159481/,Valentin Vada,72,67,55,76,64,72,73,74,73,75,63,61,75,74,77,67,55,71,71,59,62,72,71,74,58,68,68,68,61,8,13,15,16,6
http://sofifa.com/player/200653/guillermo-burdisso/19/159481/,Guillermo Burdisso,41,39,80,62,36,42,50,11,50,60,34,38,44,69,37,67,51,71,87,21,80,71,31,51,48,66,73,76,73,10,14,14,8,8
http://sofifa.com/player/226765/lucas-gamba/19/159481/,Lucas Gamba (Lucas Emanuel Gamba),58,72,59,76,64,72,66,70,61,79,90,84,90,68,89,69,79,68,67,77,27,23,77,78,61,74,28,23,22,10,8,16,7,7
http://sofifa.com/player/229595/lucas-rodriguez/19/159481/,Lucas Rodriguez,3,63,40,71,60,82,53,66,70,80,83,80,88,63,85,61,50,87,50,52,50,50,3,4,62,68,2,42,50,14,9,12,14,13
http://sofifa.com/player/232670/fernando-zampedri/19/159481/,Fernando Zampedri (Fernando Matias Zampedri),50,76,78,63,63,73,45,33,46,69,68,72,65,69,61,75,81,68,87,72,72,15,73,56,67,69,34,19,22,5,8,9,10,15
http://sofifa.com/player/201953/juan-sanchez-mino/19/159481/,Juan Sanchez Mino (Juan Manuel Sanchez Mino),79,68,64,76,65,76,78,73,72,77,75,71,74,71,64,76,65,79,68,77,71,71,71,79,67,71,69,73,69,12,13,11,14,9
http://sofifa.com/player/215270/lucas-zelarayan/19/159481/,Lucas Zelarayan,71,64,50,73,69,77,74,75,72,75,75,72,88,69,76,73,81,70,59,65,50,44,69,78,67,61,50,43,35,8,9,11,6,10
http://sofifa.com/player/215015/bruno-bianchi/19/159481/,Bruno Bianchi,46,30,70,68,26,57,32,24,66,61,55,62,64,65,55,52,73,67,80,35,66,75,40,43,21,58,77,75,72,14,15,14,16,10
http://sofifa.com/player/214763/paolo-goltz/19/159481/,Paolo Goltz (Paolo Duval Goltz),55,48,75,64,53,56,73,68,66,62,54,62,54,70,48,70,73,67,85,60,85,70,45,59,66,71,75,72,69,13,14,7,15,7
http://sofifa.com/player/237291/gustavo-blanco/19/159481/,Gustavo Blanco (Gustavo Ezequiel Blanco Leschuk),32,77,80,67,57,63,33,39,25,62,69,67,56,69,48,75,63,76,86,73,48,25,81,49,66,69,29,27,20,8,11,14,13,10
http://sofifa.com/player/226811/franco-soldano/19/159481/,Franco Soldano,35,77,79,55,66,67,61,29,43,73,72,67,69,71,66,74,82,78,73,64,48,27,76,71,62,74,31,46,27,12,10,12,10,13
http://sofifa.com/player/198145/sergio-araujo/19/159481/,Sergio Araujo (Sergio Ezequiel Araujo),59,72,60,63,71,77,81,59,59,80,74,74,74,78,71,69,60,67,62,72,32,20,74,65,69,66,45,22,27,13,12,13,7,15
http://sofifa.com/player/215042/gaston-lezcano/19/159481/,Gaston Lezcano,71,70,68,66,62,74,64,65,64,72,82,79,79,74,78,75,77,75,69,69,61,23,74,64,65,73,18,18,18,7,11,14,8,9
http://sofifa.com/player/199940/juan-ezequiel-cuevas/19/159481/,Juan Ezequiel Cuevas,73,66,60,74,60,75,68,53,63,75,83,82,81,67,88,65,77,72,58,62,64,41,71,72,65,59,35,52,49,15,13,8,13,16
http://sofifa.com/player/215049/damian-perez/19/159481/,Damian Perez,61,45,60,68,44,68,55,47,60,68,80,80,82,72,86,69,88,91,43,67,75,71,70,42,55,54,68,72,73,14,16,11,10,14
http://sofifa.com/player/225289/nicolas-fernandez/19/159481/,Nicolas Fernandez,61,75,65,67,66,75,57,48,50,75,90,80,85,73,89,68,78,71,40,67,40,27,76,72,56,70,26,27,25,7,14,10,11,8
http://sofifa.com/player/215050/diego-braghieri/19/159481/,Diego Braghieri,28,35,75,63,37,50,39,32,59,65,68,53,49,67,53,75,67,69,81,62,84,68,38,47,48,69,71,73,73,7,9,14,6,7
http://sofifa.com/player/215053/matias-zaldivia/19/159481/,Matias Zaldivia,64,32,71,65,41,60,44,35,65,60,60,54,47,74,54,47,83,78,78,39,73,72,57,60,41,75,73,72,75,8,14,6,8,12
http://sofifa.com/player/223247/nelson-acevedo/19/159481/,Nelson Acevedo,49,49,72,75,43,68,51,53,71,73,67,68,67,78,61,62,84,92,78,65,72,70,65,64,45,75,69,78,76,6,9,16,6,15
http://sofifa.com/player/215321/jonathan-schunke/19/159481/,Jonathan Schunke,35,28,79,71,35,32,46,55,69,62,30,32,28,74,28,65,31,62,92,40,73,68,29,29,62,71,69,77,64,7,11,6,13,12
http://sofifa.com/player/157217/neri-cardozo/19/159481/,Neri Cardozo (Neri Raul Cardozo),72,67,55,69,55,69,73,70,73,72,81,80,80,70,73,67,72,83,75,70,70,63,72,75,61,70,69,70,64,9,15,15,10,13
http://sofifa.com/player/172077/jose-maria-basanta/19/159481/,Jose Maria Basanta,51,41,75,62,45,55,55,40,61,60,53,54,34,76,35,67,72,53,76,52,74,76,49,39,47,71,69,72,71,9,10,10,8,14
http://sofifa.com/player/171830/nicolas-spolli/19/159481/,Nicolas Spolli (Nicolas Federico Spolli),25,36,76,45,35,41,19,18,45,47,32,46,32,60,32,70,68,33,91,22,72,78,20,25,33,72,76,73,71,8,7,10,10,14
http://sofifa.com/player/14907/albano-bizzarri/19/159481/,Albano Bizzarri (Albano Benjamin Bizzarri),11,17,10,27,19,18,19,18,26,23,55,45,53,68,51,19,68,31,55,19,40,19,10,49,20,60,11,12,11,72,71,64,78,73
http://sofifa.com/player/205630/luciano-abecasis/19/159481/,Luciano Abecasis,75,37,58,68,48,75,73,41,59,68,89,82,75,75,73,75,63,79,65,45,81,68,67,69,48,71,66,68,71,9,11,12,6,15
http://sofifa.com/player/207935/matias-dituro/19/159481/,Matias Dituro,13,12,12,32,19,17,12,17,25,19,32,48,31,64,32,20,56,42,72,16,20,21,19,36,20,68,18,12,18,72,72,76,71,76
http://sofifa.com/player/224065/domingo-blanco/19/159481/,Domingo Blanco (Domingo Felipe Blanco),69,59,44,76,62,81,65,64,68,78,85,77,89,74,87,71,60,79,59,68,65,63,68,69,52,77,54,63,58,10,8,11,13,10
http://sofifa.com/player/233029/rodrigo-aliendro/19/159481/,Rodrigo Aliendro,60,76,72,74,69,75,55,47,68,74,77,79,78,72,78,76,81,81,67,66,78,73,71,64,52,72,72,73,68,6,12,10,13,13
http://sofifa.com/player/206152/luciano-aued/19/159481/,Luciano Aued,69,62,63,74,59,72,65,66,74,73,54,54,61,73,56,67,57,76,80,64,64,68,69,71,70,65,61,62,60,8,6,15,7,7
http://sofifa.com/player/213581/martin-nervo/19/159481/,Martin Nervo,57,38,77,64,41,48,55,44,64,66,63,64,48,78,58,55,75,84,80,43,76,70,51,38,38,69,69,74,68,10,9,10,11,7
http://sofifa.com/player/222041/lucas-boye/19/159481/,Lucas Boye (Lucas Ariel Boye),60,66,69,74,65,80,65,36,58,81,75,70,72,69,69,71,69,68,78,63,70,30,69,71,66,70,50,36,30,14,7,11,15,7
http://sofifa.com/player/223065/gustavo-toledo/19/159481/,Gustavo Toledo,68,43,52,68,27,73,37,25,63,69,85,81,76,75,68,66,77,86,66,55,62,70,67,68,37,70,57,72,72,7,7,10,10,10
http://sofifa.com/player/223066/andres-chavez/19/159481/,Andres Chavez,66,70,71,61,76,73,68,66,59,67,75,77,73,69,66,81,84,81,83,80,80,48,72,73,68,76,25,30,28,14,14,6,12,10
http://sofifa.com/player/142942/javier-gandolfi/19/159481/,Javier Gandolfi (Javier Marcelo Gandolfi),44,34,73,70,50,45,58,64,69,60,65,43,64,58,53,67,83,65,81,40,82,71,26,62,58,70,69,74,72,12,15,12,16,13
http://sofifa.com/player/205408/santiago-gentiletti/19/159481/,Santiago Gentiletti (Santiago Juan Gentiletti Selak),49,17,71,60,30,59,58,63,65,65,64,66,59,68,61,78,77,48,78,48,77,69,29,52,43,72,73,72,72,14,9,12,6,14
http://sofifa.com/player/142950/roman-martinez/19/159481/,Roman Martinez (Roman Fernando  Martinez),66,68,55,77,66,70,77,55,71,73,69,54,70,72,62,73,64,68,71,75,71,55,74,75,41,71,50,70,53,9,10,8,8,15
http://sofifa.com/player/191856/hernan-barcos/19/159481/,Hernan Barcos,57,70,76,70,71,67,68,69,68,75,63,61,58,69,70,76,71,47,85,70,74,52,75,71,75,76,41,40,38,6,7,16,14,11
http://sofifa.com/player/192371/fabian-rinaudo/19/159481/,Fabian Rinaudo (Fabian Andres Rinaudo),62,58,64,77,60,69,54,53,76,70,73,65,71,74,72,75,77,75,78,72,81,77,60,64,52,76,71,74,74,15,12,15,15,9
http://sofifa.com/player/162932/pablo-barrientos/19/159481/,Pablo Barrientos (Pablo Cesar Barrientos),70,60,63,75,71,75,83,77,73,74,61,61,77,71,76,74,55,50,58,71,65,37,63,80,75,75,45,31,31,6,14,14,9,9
http://sofifa.com/player/215157/federico-lertora/19/159481/,Federico Lertora,64,49,80,61,53,62,54,58,59,73,64,62,63,67,54,65,83,77,73,40,82,78,54,63,58,64,73,80,79,8,7,14,8,7
http://sofifa.com/player/220287/juan-dinenno/19/159481/,Juan Dinenno,44,77,4,60,67,62,56,60,48,70,66,71,57,66,44,76,75,74,82,64,46,21,76,59,68,66,25,15,21,16,7,15,8,8
http://sofifa.com/player/223615/christian-chimino/19/159481/,Christian Chimino,71,35,58,58,34,63,58,45,53,66,78,82,67,72,63,60,66,84,67,53,70,71,54,48,62,69,70,70,73,12,13,15,11,6
http://sofifa.com/player/219525/ezequiel-cerutti/19/159481/,Ezequiel Cerutti (Ezequiel Osvaldo Cerutti),70,59,58,68,65,76,63,51,65,71,88,84,85,68,70,68,67,74,56,70,73,34,70,69,69,73,56,17,18,10,12,10,14,8
http://sofifa.com/player/215181/gino-peruzzi/19/159481/,Gino Peruzzi,68,38,57,69,40,68,65,50,66,69,79,82,73,71,70,67,78,78,66,60,73,76,55,53,46,72,65,74,73,10,13,9,5,8
http://sofifa.com/player/165788/leonardo-ulloa/19/159481/,Leonardo Ulloa (Jose Leonardo Ulloa),51,74,83,69,71,69,55,56,63,72,35,41,55,74,57,76,74,67,87,63,71,33,77,63,73,72,55,48,45,13,8,8,16,11
http://sofifa.com/player/229537/tomas-cardona/19/159481/,Tomas Cardona,44,48,77,61,39,55,44,39,56,61,46,65,66,67,49,49,84,80,83,40,78,74,42,33,59,65,69,71,70,14,14,12,10,10
