Date of submission,PAC WellBore ID,PAC String Type,WELL STATUS,WELL STATUS L1,HEALTHY/UNHEALTHY,UNHEALTHY CATEGORY,ISSUE,WFAM Score,Age,Age Factors,Score,Shallow Gas,Score2,Metal Loss Above Top Packer,Score3,Cement,Score4,Casing Thread,Score5,Corrosive Fluid,Score6,Final Score,WIRE,,,,
November,Peninsular,DULG-A030-LS,IDLE,EI-MECH,Healthy,P3-Within Limit,SCSSV Issue,3,27,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-A030-SS,IDLE,NC-RES,Healthy,P3-Within Limit,SCSSV Issue,3,26,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-A031-LS,Active,Flowing,Healthy,Intact,,2,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-A031-SS,Active,Flowing,Healthy,P3-Within Limit,Wellhead/Xmas Tree Passing,3,22,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-A032S01-LS,IDLE,NE-RM,Healthy,Intact,,2,22,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-A032S01-SS,IDLE,NE-RM,Healthy,Intact,,2,22,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-A033S02-TS,IDLE,NC-RES,Healthy,P3-Within Limit,Wellhead/Xmas Tree Passing,3,6,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,3.98475,Medium,,,,
November,Peninsular,DULG-B001-LS,IDLE,EI-OPS,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Peninsular,DULG-B001-SS,ACTIVE,Flowing,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Peninsular,DULG-B002S01-LS,Active,Flowing,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B002S01-SS,IDLE,NC-RES,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B003-LS,IDLE,EI-MECH,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B003-SS,IDLE,EI-MECH,Healthy,Intact,,2,5,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,2.6565,Low,,,,
November,Peninsular,DULG-B004-LS,IDLE,EI-RMD,Healthy,Intact,,2,5,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,2.6565,Low,,,,
November,Peninsular,DULG-B004-SS,ACTIVE,Flowing,Unhealthy,P2 - Exceed Limit,SCSSV Issue,4,15,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,5.8575825,Serious,,,,
November,Peninsular,DULG-B005-LS,IDLE,EI-AL,Healthy,Intact,,2,27,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B005-SS,Active,Flowing,Healthy,Intact,,2,27,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B006-LS,IDLE,EI-RMD,Healthy,Intact,Others,2,27,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B006-SS,Active,Intermittent,Healthy,Intact,,2,27,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B007-LS,ACTIVE,Flowing,Healthy,P3-Within Limit,Wellhead/Xmas Tree Passing,3,24,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.1839875,Medium,,,,
November,Peninsular,DULG-B007-SS,IDLE,EI-RMD,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Peninsular,DULG-B008S01-TS,IDLE,NC-RES,Healthy,Intact,,2,27,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B009-LS,IDLE,EI-AL,Healthy,P3-Within Limit,Others,3,27,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.1839875,Medium,,,,
November,Peninsular,DULG-B009-SS,ACTIVE,Flowing,Healthy,Intact,,2,27,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B010-LS,IDLE,EI-RMD,Healthy,P3-Within Limit,Wellhead/Xmas Tree Passing,3,27,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-B010-SS,ACTIVE,Flowing,Healthy,P3-Within Limit,Wellhead/Xmas Tree Passing,3,27,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-B011-LS,IDLE,EI-OPS,Healthy,Intact,Wellhead/Xmas Tree Passing,2,27,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B011-SS,ACTIVE,Flowing,Healthy,Intact,,2,27,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Peninsular,DULG-B012-TS,Active,Intermittent,Healthy,P3-Within Limit,Wellhead/Xmas Tree Passing,3,27,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-B013-LS,ABANDON,PA-SWAP1,Healthy,P3-Within Limit,SCSSV Issue,3,27,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-B013-SS,ABANDON,PA-SWAP1,Healthy,P3-Within Limit,SCSSV Issue,3,27,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.1839875,Medium,,,,
November,Peninsular,DULG-B014-LS,Idle,EI-OPS,Healthy,P3-Within Limit,Wellhead/Xmas Tree Passing,3,27,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.1839875,Medium,,,,
November,Peninsular,DULG-B014-SS,ACTIVE,Flowing,Healthy,Intact,,2,27,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B015-LS,Active,Intermittent,Healthy,Intact,,2,27,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B015-SS,IDLE,NC-RES,Healthy,Intact,,2,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B016S03-TS,IDLE,NC-RES,Healthy,Intact,Wellhead/Xmas Tree Passing,2,27,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B017S03-LS,ACTIVE,Flowing,Healthy,P3-Within Limit,Wellhead/Xmas Tree Passing,3,27,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-B017S03-SS,ACTIVE,Flowing,Healthy,Intact,,2,27,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B018-LS,Idle,EI-MECH,Healthy,P3-Within Limit,Wellhead/Xmas Tree Passing,3,27,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.1839875,Medium,,,,
November,Peninsular,DULG-B018-SS,ACTIVE,Flowing,Healthy,Intact,Wellhead/Xmas Tree Passing,2,27,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B019-LS,IDLE,EI-MECH,Healthy,Intact,Wellhead/Xmas Tree Passing,2,26,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B019-SS,Idle,EI-OPS,Healthy,Intact,,2,26,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B020-LS,IDLE,EI-RMD,Healthy,Intact,,2,26,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B020-SS,ACTIVE,Flowing,Healthy,P3-Within Limit,SCSSV Issue,3,26,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.1839875,Medium,,,,
November,Peninsular,DULG-B021-LS,ACTIVE,Flowing,Healthy,P3-Within Limit,SCSSV Issue,3,26,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.1839875,Medium,,,,
November,Peninsular,DULG-B021-SS,IDLE,NC-RES,Healthy,Intact,Wellhead/Xmas Tree Passing,2,26,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B022-LS,Active,Flowing,Unhealthy,P2 - Exceed Limit,Wellhead/Xmas Tree Passing,4,26,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,5.8575825,Serious,,,,
November,Peninsular,DULG-B022-SS,Idle,EI-OPS,Healthy,Intact,Wellhead/Xmas Tree Passing,2,8,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,2.6565,Low,,,,
November,Peninsular,DULG-B023-LS,ACTIVE,Flowing,Healthy,Intact,,2,22,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B023-SS,ACTIVE,Flowing,Healthy,Intact,,2,22,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Peninsular,DULG-B024S02-TS,ACTIVE,Flowing,Healthy,P3-Within Limit,Wellhead/Xmas Tree Passing,3,22,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-B025S01-LS,ABANDON,PA-PART,Healthy,P3-Within Limit,Wellhead/Xmas Tree Passing,3,22,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-B025S01-SS,ABANDON,PA-PART,Healthy,P3-Within Limit,Wellhead/Xmas Tree Passing,3,22,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-B026-LS,IDLE,EI-MECH,Healthy,Intact,Wellhead/Xmas Tree Passing,2,22,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B026-SS,IDLE,NC-RES,Healthy,Intact,,2,22,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B027-LS,ABANDON,PA-PART,Healthy,Intact,,2,22,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B027-SS,ABANDON,PA-PART,Healthy,Intact,,2,22,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-B028S02-LS,Idle,EI-OPS,Healthy,Intact,,2,6,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,2.6565,Low,,,,
November,Peninsular,DULG-B028S02-SS,ACTIVE,Flowing,Healthy,P3-Within Limit,Wellhead/Xmas Tree Passing,3,22,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-B029-LS,IDLE,NC-RES,Healthy,Intact,,2,22,10-30 years,1.05,Proven,1.15,Above 50%,1.15,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,3.20772375,Low,,,,
November,Peninsular,DULG-B029-SS,IDLE,EI-MECH,Healthy,Intact,,2,6,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,2.6565,Low,,,,
November,Peninsular,DULG-B030-TS,ABANDON,PA-PART,Healthy,Intact,,2,6,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,2.6565,Low,,,,
November,Peninsular,DULG-B031-LS,ABANDON,PA-PART,Healthy,Intact,,2,6,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,2.6565,Low,,,,
November,Peninsular,DULG-B031-SS,ABANDON,PA-PART,Healthy,Intact,,2,6,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,2.6565,Low,,,,
November,Peninsular,DULG-B032S01-LS,Idle,EI-OPS,Healthy,Intact,,2,6,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,2.6565,Low,,,,
November,Peninsular,DULG-B032S01-SS,ACTIVE,Flowing,Healthy,Intact,,2,6,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,2.6565,Low,,,,
November,Peninsular,DULG-C001-LS,ACTIVE,Flowing,Healthy,P3-Within Limit,Others,3,26,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-C001-SS,ACTIVE,Flowing,Healthy,Intact,,2,26,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Peninsular,DULG-C002-LS,IDLE,EI-MECH,Healthy,Intact,,2,26,10-30 years,1.05,Proven,1.15,Above 50%,1.15,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,3.20772375,Low,,,,
November,Peninsular,DULG-C002-SS,IDLE,NC-RES,Healthy,Intact,SCSSV Issue,2,26,10-30 years,1.05,Proven,1.15,Above 50%,1.15,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,3.20772375,Low,,,,
November,Peninsular,DULG-C003S01-TS,ACTIVE,Flowing,Healthy,Intact,,2,26,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-C004S01-LS,Active,Intermittent,Healthy,Intact,,2,26,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-C004S01-SS,IDLE,NC-RES,Healthy,Intact,,2,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-C005-LS,Active,Flowing,Healthy,Intact,,2,5,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,2.6565,Low,,,,
November,Peninsular,DULG-C005-SS,IDLE,NC-RES,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-C006-LS,IDLE,NE-LIMIT,Healthy,P3-Within Limit,Others,3,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-C006-SS,ACTIVE,Flowing,Healthy,Intact,,2,26,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-C007-LS,Active,Intermittent,Healthy,P3-Within Limit,Combination SCSSV & Xmas Tree,3,26,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-C007-SS,ACTIVE,Flowing,Healthy,P3-Within Limit,Wellhead/Xmas Tree Passing,3,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-C008S01-LS,Active,Intermittent,Healthy,P3-Within Limit,Combination SCSSV & Xmas Tree,3,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-C008S01-SS,ABANDON,PA-SWAP1,Healthy,Intact,,2,5,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,2.6565,Low,,,,
November,Peninsular,DULG-C009-LS,Active,Intermittent,Healthy,P3-Within Limit,Wellhead/Xmas Tree Passing,3,5,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,3.98475,Medium,,,,
November,Peninsular,DULG-C009-SS,ACTIVE,Flowing,Unhealthy,P2 - Exceed Limit,SCSSV Issue,4,24,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,5.57865,Serious,,,,
November,Peninsular,DULG-C010S02-LS,IDLE,EI-MECH,Healthy,P3-Within Limit,SCSSV Issue,3,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-C010S02-SS,Active,Flowing,Healthy,P3-Within Limit,SCSSV Issue,3,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-C011-LS,ABANDON,PA-PART,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-C011-SS,ABANDON,PA-PART,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-C012-LS,IDLE,EI-OPS,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Peninsular,DULG-C012-SS,IDLE,EI-RMD,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-C013-TS,ACTIVE,Flowing,Healthy,P3-Within Limit,SCSSV Issue,3,24,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.1839875,Medium,,,,
November,Peninsular,DULG-C014-LS,ABANDON,PA-SWAP1,Healthy,P3-Within Limit,SCSSV Issue,3,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-C014-SS,ABANDON,PA-SWAP1,Healthy,Intact,,2,25,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Peninsular,DULG-C015-LS,IDLE,NC-RES,Healthy,P3-Within Limit,SCSSV Issue,3,25,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.1839875,Medium,,,,
November,Peninsular,DULG-C015-SS,IDLE,NC-RES,Healthy,Intact,SCSSV Issue,2,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-C016W01-TS,Active,Flowing,Healthy,P3-Within Limit,SCSSV Issue,3,6,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,3.98475,Medium,,,,
November,Peninsular,DULG-C017-LS,ABANDON,PA-PART,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-C017-SS,ABANDON,PA-PART,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-C018-LS,Active,Intermittent,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Peninsular,DULG-C018-SS,Active,Intermittent,Healthy,Intact,SCSSV Issue,2,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-C019S02-LS,IDLE,EI-RMD,Healthy,P3-Within Limit,Wellhead/Xmas Tree Passing,3,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-C019S02-SS,Idle,EI-MECH,Healthy,P3-Within Limit,Wellhead/Xmas Tree Passing,3,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-C020-LS,IDLE,EI-OPS,Healthy,Intact,SCSSV Issue,2,24,10-30 years,1.05,Proven,1.15,Above 50%,1.15,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,3.20772375,Low,,,,
November,Peninsular,DULG-C020-SS,ACTIVE,Flowing,Unhealthy,P2 - Exceed Limit,SCSSV Issue,4,24,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,5.57865,Serious,,,,
November,Peninsular,DULG-C021-LS,Active,Flowing,Healthy,P3-Within Limit,Others,3,23,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-C021-SS,IDLE,NC-RES,Healthy,Intact,,2,23,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-C022S02-TS,ACTIVE,Flowing,Healthy,P3-Within Limit,Wellhead/Xmas Tree Passing,3,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-C023-LS,IDLE,NC-RES,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-C023-SS,IDLE,NC-RES,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Peninsular,DULG-C024-LS,Active,Flowing,Healthy,P3-Within Limit,SCSSV Issue,3,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-C024-SS,Active,Flowing,Healthy,P3-Within Limit,SCSSV Issue,3,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,Peninsular,DULG-C025W01-LS,ACTIVE,Flowing,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
